,code,year,happiness,gdppc,urbanization,corruption,food_insec,tax,indiv_libs,school,life_expect,yearly temp,hri,suicides,family,covid,war,hdi,rain,air_pollution,gini,region,sub-region
291,COM,2015,3.956,3150.87762379692,28.47,26.0,27.4,6.756687,0.599,5.097,62.8956,25.33191,0.688,8.8,,0.0,0.0,0.544,900.0,13.960656,0.453,Africa,Sub-Saharan Africa
292,COM,2014,3.956,3183.15703112003,28.338,26.0,27.4,7.032907,0.588,5.097,62.5158,25.191671,0.675,8.87,,0.0,0.0,0.54,900.0,14.04673,0.45334595,Africa,Sub-Saharan Africa
293,COM,2011,3.700023,3084.82658544172,28.04,26.333,27.4,6.5044966,0.56,5.097,61.5033,25.035103,0.64,8.53,,0.0,0.0,0.527,900.0,13.391598,0.453,Africa,Sub-Saharan Africa
294,COG,2022,5.2671,3670.19962157469,66.356,21.2,50.786,8.732244,0.269,5.263,63.291,25.103622,0.274,12.675,,0.1580178821730769,0.36848268,0.578,1646.0,11.474,0.489,Africa,Sub-Saharan Africa
295,COG,2021,5.0752,3700.27010218047,68.283,21.2,58.8,8.314249,0.245,5.263,63.5187,25.290785,0.28,12.675,,0.2713076936538461,0.0,0.571,1646.0,11.474,0.489,Africa,Sub-Saharan Africa
296,COG,2020,5.3417,3748.93261286327,67.829,21.2,55.5,9.705073,0.242,5.2851167,63.7852,25.379715,0.271,12.675,,0.1113845377283018,0.0,0.574,1646.0,11.474,0.489,Africa,Sub-Saharan Africa
297,COG,2019,5.1944,4093.99062163531,67.373,21.2,51.7,8.052759,0.167,5.263,62.7467,25.348183,0.239,11.6181,,0.0,0.01795095,0.57,1646.0,11.329252,0.489,Africa,Sub-Saharan Africa
298,COG,2018,4.8115,4144.9493083115,66.916,19.0,51.1,7.459791,0.233,5.2851167,64.0531,25.082312,0.273,11.63,,0.0,0.0,0.578,1646.0,11.317211,0.489,Africa,Sub-Saharan Africa
299,COG,2017,4.5587,4345.51912316554,66.459,21.0,49.7,10.819287,0.191,5.22,63.76,25.06257,0.263,11.894,,0.0,0.0,0.58,1646.0,11.326127,0.489,Africa,Sub-Saharan Africa
300,COG,2016,4.291,4714.43854786775,66.001,20.0,46.1,13.222269,0.196,5.263,63.5765,25.420311,0.266,12.2866,,0.0,1.3302923,0.586,1646.0,11.474398,0.489,Africa,Sub-Saharan Africa
301,COG,2015,4.236,5287.66247986046,65.543,23.0,42.6,12.864556,0.203,5.263,63.2329,25.091078,0.275,12.4629,,0.0,0.0,0.59,1646.0,11.57301,0.489,Africa,Sub-Saharan Africa
302,COG,2014,3.989,5393.0818245717,65.085,23.0,50.786,9.662547,0.203,5.263,62.9502,24.900528,0.282,13.5276,,0.0,0.0,0.589,1646.0,11.5946665,0.489,Africa,Sub-Saharan Africa
303,COG,2011,3.819792,4996.91931290816,63.712,21.2,50.786,7.4346657,0.229,5.263,61.9924,24.797812,0.298,15.3024,,0.0,0.0,0.564,1646.0,11.7014065,0.4893867,Africa,Sub-Saharan Africa
304,CRI,2022,6.6085,22070.9198096067,78.175,56.4,2.371,13.452,0.967,8.691,79.028,22.864721,0.941,6.564,,0.1139130504038461,0.0,0.805,2926.0,4.54,0.47152537,Americas,Latin America and the Caribbean
305,CRI,2021,6.582,21220.1605869586,81.425,56.4,2.9,14.222421,0.967,8.691,77.0232,22.959923,0.947,6.564,,0.2680140526538461,0.0,0.809,2926.0,4.54,0.4867917,Americas,Latin America and the Caribbean
306,CRI,2020,7.0694,19778.3854862734,80.771,56.4,2.8,12.464708,0.967,8.993311,79.277,23.416946,0.946,6.564,,0.0440931421396226,0.0,0.816,2926.0,4.54,0.49248964,Americas,Latin America and the Caribbean
307,CRI,2019,7.1214,20818.0605791992,80.076,56.4,2.6,13.53758,0.965,8.691,79.4272,23.445265,0.945,7.62,,0.0,0.0,0.819,2926.0,4.38254,0.48191166,Americas,Latin America and the Caribbean
308,CRI,2018,7.1674,20503.2757213464,79.34,56.0,2.4,13.388666,0.949,8.500433,79.4835,23.072393,0.915,6.79,,0.0,0.0,0.811,2926.0,4.402268,0.47972405,Americas,Latin America and the Caribbean
309,CRI,2017,7.0717,20168.2194165112,78.56,59.0,2.2,13.439,0.973,8.58,79.3769,23.246162,0.962,5.79,,0.0,0.0,0.807,2926.0,4.369587,0.4834654,Americas,Latin America and the Caribbean
310,CRI,2016,7.079,19553.5978270043,77.735,58.0,1.9,13.909954,0.974,8.691,79.4592,23.520376,0.966,7.29,,0.0,0.0,0.803,2926.0,4.5425577,0.48706067,Americas,Latin America and the Caribbean
311,CRI,2015,7.087,18956.1909314743,76.862,55.0,1.8,13.412678,0.971,8.691,79.0857,23.518614,0.964,6.41,,0.0,0.0,0.798,2926.0,4.66039,0.4837614,Americas,Latin America and the Caribbean
312,CRI,2014,7.226,18480.6507785223,75.941,54.0,2.371,13.204138,0.97,8.691,78.7741,23.281385,0.963,5.35,,0.0,0.0,0.796,2926.0,4.697169,0.48634195,Americas,Latin America and the Caribbean
313,CRI,2011,7.251115,17186.44753576,72.868,56.4,2.371,13.489001,0.968,8.691,79.3477,22.927149,0.96,6.7,,0.0,0.0,0.782,2926.0,4.7246227,0.48762167,Americas,Latin America and the Caribbean
314,CIV,2022,5.0527,5537.36975768475,50.258,33.8,8.5,12.858996,0.683,4.524,58.092,26.47976,0.725,17.26,,0.2057409184038461,0.0,0.526,1348.0,13.92,0.393,Africa,Sub-Saharan Africa
315,CIV,2021,5.2346,5316.463900516,52.18,33.8,9.7,13.186362,0.679,4.524,58.5983,26.865736,0.715,17.26,,0.2642098403846154,0.0,0.55,1348.0,13.92,0.393,Africa,Sub-Saharan Africa
316,CIV,2020,5.306,5092.16347104493,51.706,33.8,9.4,12.388282,0.673,4.811591,59.0318,26.837786,0.708,17.26,,0.0312604116871698,0.0,0.551,1348.0,13.92,0.393,Africa,Sub-Saharan Africa
317,CIV,2019,5.2333,5132.34156935439,51.239,33.8,9.1,11.982842,0.759,4.524,59.3185,26.744696,0.767,15.6586,,0.0,0.0,0.55,1348.0,14.028488,0.393,Africa,Sub-Saharan Africa
318,CIV,2018,4.9438,4941.79381103946,50.779,35.0,9.2,11.9436035,0.768,4.55083,58.8494,26.50712,0.777,15.929,,0.0,0.0,0.542,1348.0,14.097552,0.37168875,Africa,Sub-Saharan Africa
319,CIV,2017,4.6712,4836.04836654882,50.326,36.0,8.4,12.005911,0.771,4.21,58.4805,26.77395,0.772,16.3711,,0.0,0.0,0.534,1348.0,13.897649,0.393,Africa,Sub-Saharan Africa
320,CIV,2016,4.18,4620.34915605183,49.881,34.0,7.5,11.686945,0.825,4.524,58.0599,26.920961,0.809,16.9954,,0.0,0.20236544,0.524,1348.0,13.981782,0.393,Africa,Sub-Saharan Africa
321,CIV,2015,3.916,4423.82679710006,49.444,32.0,6.2,10.909178,0.84,4.524,57.7624,26.556025,0.816,17.7148,,0.0,0.0,0.513,1348.0,14.233975,0.414748,Africa,Sub-Saharan Africa
322,CIV,2014,3.655,4234.79041295954,49.014,32.0,8.5,10.661644,0.825,4.524,57.208,26.514227,0.809,18.5472,,0.0,0.0,0.502,1348.0,13.955762,0.393,Africa,Sub-Saharan Africa
323,CIV,2011,4.197182,3464.04703706404,47.751,33.8,8.5,11.958,0.689,4.524,55.5195,26.422592,0.709,19.607,,0.0,5.7227883,0.472,1348.0,13.246812,0.393,Africa,Sub-Saharan Africa
324,HRV,2022,6.125,34302.1132221556,56.677,49.0,1.1,36.498,0.892,10.669,77.966,13.256776,0.875,11.539,81.76894,0.4962691287115384,0.0,0.849,1113.0,6.578,0.306,Europe,Southern Europe
325,HRV,2021,6.1252,32060.2834106228,57.878,49.0,1.9,35.688637,0.882,10.669,77.5804,12.436516,0.875,11.539,81.769,0.8471434548461538,0.0,0.858,1113.0,6.578,0.306,Europe,Southern Europe
326,HRV,2020,5.8817,27002.0138496226,57.553,49.0,1.6,36.71755,0.858,10.446162,77.9845,12.811761,0.858,11.539,81.769,0.4415547813509434,0.0,0.855,1113.0,6.578,0.29544285,Europe,Southern Europe
327,HRV,2019,5.5047,29412.2198169457,57.242,49.0,1.3,37.45287,0.874,10.669,78.7376,13.174049,0.87,11.0095,81.769,0.0,0.0,0.861,1113.0,6.2461486,0.2890909,Europe,Southern Europe
328,HRV,2018,5.4318,28287.9728091814,56.947,48.0,0.9,37.39304,0.913,10.809689,78.337,13.029072,0.888,11.0976,81.769,0.0,0.0,0.856,1113.0,6.229925,0.29729474,Europe,Southern Europe
329,HRV,2017,5.3212,27267.3226459382,56.667,49.0,0.8,36.832523,0.908,10.75,78.0832,12.490832,0.895,10.8687,81.769,0.0,0.0,0.852,1113.0,6.21656,0.30354577,Europe,Southern Europe
330,HRV,2016,5.293,26056.1091015604,56.403,49.0,0.6,36.921486,0.914,10.669,78.2314,12.391708,0.903,11.4808,81.769,0.0,0.0,0.848,1113.0,6.4110637,0.30899724,Europe,Southern Europe
331,HRV,2015,5.488,24984.7430385784,56.155,51.0,0.6,36.55308,0.93,10.669,77.5599,12.743782,0.927,12.1535,81.769,0.0,0.0,0.843,1113.0,6.7485905,0.31115314,Europe,Southern Europe
332,HRV,2014,5.759,24169.9891770895,55.923,48.0,1.1,36.111958,0.93,10.669,77.9533,13.028306,0.936,12.404,81.769,0.0,0.0,0.841,1113.0,6.8707004,0.32107148,Europe,Southern Europe
333,HRV,2011,5.622628,24707.7013009649,55.322,49.0,1.1,34.811146,0.939,10.669,77.2222,12.311527,0.946,11.7574,81.769,0.0,0.0,0.826,1113.0,7.3244057,0.32257435,Europe,Southern Europe
334,CUB,2011,5.417868,,76.689,,,37.860847,0.188,,77.7597,25.404768,0.279,11.1317,,0.0,0.0,0.777,1335.0,6.130032,,Americas,Latin America and the Caribbean
335,CYP,2022,6.13,44996.00390625,66.932,59.0,,,0.923,10.901,81.055,19.876175,0.89,3.841,94.17119,0.2485508674673077,0.0,0.882,498.0,5.336,0.328,Asia,Western Asia
336,CYP,2021,6.2209,43416.96875,66.856,59.0,,,0.915,10.901,81.2033,20.467718,0.886,3.841,93.325,0.2841469850961538,0.0,0.896,498.0,5.336,0.328,Asia,Western Asia
337,CYP,2020,6.2235,39871.59765625,66.821,59.0,,,0.926,10.91709,81.3905,20.228842,0.887,3.841,93.325,0.0893867563867924,0.0,0.894,498.0,5.336,0.31727943,Asia,Western Asia
338,CYP,2019,6.159,41741.515625,66.805,59.0,,,0.933,10.901,81.397,20.344637,0.903,3.18,93.325,0.0,0.0,0.897,498.0,5.0202208,0.31224227,Asia,Western Asia
339,CYP,2018,6.0458,39977.0390625,66.81,59.0,,,0.949,10.91709,81.382,21.032106,0.91,3.64,93.325,0.0,0.0,0.892,498.0,4.906637,0.3273986,Asia,Western Asia
340,CYP,2017,5.7625,38288.0078125,66.836,57.0,,,0.949,10.87,81.328,20.105097,0.912,3.28,93.325,0.0,0.0,0.887,498.0,4.886983,0.31416234,Asia,Western Asia
341,CYP,2016,5.621,36509.10546875,66.881,55.0,,,0.949,10.901,81.0563,20.435875,0.914,4.15,93.325,0.0,0.0,0.877,498.0,5.147235,0.32891795,Asia,Western Asia
342,CYP,2015,5.546,34453.15234375,66.946,61.0,,,0.949,10.901,80.9665,19.817575,0.913,4.17,93.325,0.0,0.0,0.871,498.0,5.5432954,0.33966377,Asia,Western Asia
343,CYP,2014,5.689,33136.515625,67.031,63.0,,,0.949,10.901,80.7706,19.90789,0.911,4.77,92.47786,0.0,0.0,0.865,498.0,5.710688,0.35565653,Asia,Western Asia
344,CYP,2011,6.416459,37481.84765625,67.406,59.0,,,0.926,10.901,79.9991,19.378727,0.892,3.7,93.325,0.0,0.0,0.861,498.0,6.1401825,0.32625523,Asia,Western Asia
345,CZE,2022,6.8452,41052.3325150389,73.698,55.6,0.986,33.97,0.98,11.367,78.629,9.545533,0.952,10.99,82.6226,0.1752622027057692,0.0,0.89,677.0,5.945,0.256,Europe,Eastern Europe
346,CZE,2021,6.9198,40744.4425083195,74.214,55.6,2.3,33.908947,0.945,11.367,77.7283,8.334178,0.916,10.99,82.623,0.69335739405,0.0,0.889,677.0,5.945,0.256,Europe,Eastern Europe
347,CZE,2020,6.9647,38639.96708082,74.061,55.6,1.6,34.359745,0.949,11.116524,78.5746,9.439006,0.921,10.99,82.623,0.4468652633471698,0.0,0.892,677.0,5.945,0.26245132,Europe,Eastern Europe
348,CZE,2019,6.9109,40989.7134269238,73.921,55.6,0.8,34.815918,0.961,11.367,79.2433,9.837799,0.945,9.48,82.623,0.0,0.0,0.897,677.0,5.6198144,0.25262198,Europe,Eastern Europe
349,CZE,2018,6.8521,39941.272491387,73.792,59.0,0.5,35.010693,0.96,11.33578,79.0039,9.870078,0.943,10.8278,82.623,0.0,0.0,0.894,677.0,5.6283236,0.24990341,Europe,Eastern Europe
