code,year,happiness,urbanization,corruption,food_insec,tax,indiv_libs,school,life_expect,yearly temp,hri,suicides,family,covid,war,hdi,rain,air_pollution,gini
IND,2022,4.0358,,,,17.050694,0.617,,,24.436861,0.569,,,0.3210684278846154,0.025261557,,,,
IND,2021,3.7771,35.393,,,17.6451,0.655,,67.2398,24.260527,0.616,,,0.7274218836538462,0.033533115,0.633,,,0.34214914
IND,2020,3.8189,34.926,,,16.176228,0.628,7.1021705,70.1499,24.162699,0.56,,,0.20686143682452832,0.053853262,0.642,,,0.3477095
IND,2019,3.5733,34.472,,,16.978771,0.636,,70.9098,24.450226,0.572,12.9087,,,0.051695015,0.645,1083.0,18.097055,0.3502112
IND,2018,4.0152,34.03,41.0,,17.02165,0.676,6.9247475,70.7095,24.487158,0.628,12.8753,,,0.06698304,0.645,1083.0,18.124367,0.34584644
IND,2017,4.1898,33.6,40.0,,17.552008,0.671,5.78,70.4672,24.68384,0.627,12.4847,,,0.06446631,0.644,1083.0,18.151548,0.3593948
IND,2016,4.315,33.182,40.0,,17.367844,0.688,,70.1167,24.822533,0.644,12.6014,,,0.055280138,0.639,1083.0,18.337732,0.34772223
IND,2015,4.404,32.777,38.0,,16.82615,0.704,,69.6363,24.44102,0.672,12.9173,,,0.04255909,0.629,1083.0,18.483778,0.34705412
IND,2014,4.565,32.384,38.0,,16.340727,0.729,,69.0736,24.162348,0.73,13.4931,94.92399,,0.056531038,0.619,1083.0,18.511972,
IND,2011,4.974501,31.276,,,17.419283,0.706,,67.359,24.010786,0.741,15.5038,,,0.054865487,0.588,1083.0,17.81704,0.35712585
IDN,2022,5.2769,,,,10.387953,0.733,,,25.424917,0.768,,98.03461,0.32486223096153843,0.016696833,,,,0.37919053
IDN,2021,5.2396,57.29,,0.5,9.116608,0.683,,67.5703,25.479849,0.725,,,0.6381851798076923,0.01862992,0.705,,,0.3791565
IDN,2020,5.3445,56.641,,0.5,8.322539,0.684,7.8277683,68.8077,25.664156,0.718,,,0.03486099830188679,0.0,0.709,,,0.37605485
IDN,2019,5.2856,55.985,,0.5,9.75995,0.766,,70.5184,25.568316,0.751,2.55,,,0.0,0.716,2702.0,10.366579,0.37610123
IDN,2018,5.1924,55.325,38.0,0.8,10.249326,0.77,7.93458,70.3375,25.438095,0.767,2.56,,,0.009360952,0.71,2702.0,10.419385,0.38410378
IDN,2017,5.0926,54.659,37.0,0.9,9.889625,0.772,7.93,69.9356,25.43463,0.777,2.58,,,0.0,0.704,2702.0,10.497788,0.38785264
IDN,2016,5.262,53.989,37.0,0.9,10.362904,0.784,,69.7976,25.770647,0.795,2.58,,,0.0,0.699,2702.0,10.887362,0.39300278
IDN,2015,5.314,53.313,36.0,0.7,10.754554,0.794,,69.6989,25.458052,0.809,2.57,,,0.0,0.695,2702.0,11.302943,0.4039737
IDN,2014,5.399,52.635,34.0,,10.851466,0.753,,69.5333,25.349672,0.787,2.62,,,0.0,0.687,2702.0,11.541631,0.40175667
IDN,2011,5.158751,50.595,,,11.159347,0.78,,68.8228,25.103308,0.802,2.85,,,0.0,0.671,2702.0,12.19055,0.4045815
IRN,2022,4.8763,,,,,0.306,,,19.529398,0.22,,93.92928,0.08629391312586539,0.40654737,,,,
IRN,2021,4.8879,76.345,,7.4,,0.381,,73.8749,19.742842,0.283,,,0.43185121823461536,0.05231825,0.774,,,
IRN,2020,4.7212,75.874,,7.7,,0.438,8.192462,74.832,18.339033,0.304,,,0.36394646150943394,0.2760906,0.777,,,
IRN,2019,4.6724,75.391,,8.7,,0.419,,76.1031,18.738632,0.282,5.13,,,0.34771878,0.783,228.0,11.015157,0.4093597
IRN,2018,4.548,74.898,28.0,8.4,,0.42,8.192462,76.195,19.461063,0.291,5.49,,,0.19038151,0.787,228.0,11.039798,0.420033
IRN,2017,4.7066,74.394,30.0,8.7,,0.43,8.07,75.9712,19.02077,0.294,5.8,,,0.034317464,0.789,228.0,11.135227,0.4080294
IRN,2016,4.692,73.88,29.0,9.3,7.0409436,0.437,,75.6,19.174356,0.303,5.92,,,0.08402733,0.786,228.0,11.279598,0.39965197
IRN,2015,4.813,73.358,27.0,9.5,6.545289,0.441,,75.1239,19.068127,0.299,5.96,,,0.0,0.776,228.0,11.322828,0.39471003
IRN,2014,4.686,72.83,27.0,,,0.442,,74.7825,18.399992,0.296,6.06,,,0.0,0.773,228.0,11.237478,0.38783294
IRN,2011,5.149403,71.2,,,,0.382,,73.6786,18.380724,0.235,6.14,,,0.28686336,0.754,228.0,11.141117,
IRQ,2022,4.9409,,,,,0.354,,,23.951868,0.448,,97.25,0.07858110870961539,1.8406098,,,,
IRQ,2021,4.9409,71.119,,,,0.34,,70.3779,24.52271,0.409,,,0.31949648642307693,2.276403,0.686,,,
IRQ,2020,4.8541,70.893,,,,0.296,4.0308604,69.1228,23.817064,0.369,,,0.27462972561132076,2.140659,0.679,,,
IRQ,2019,4.7848,70.678,,,,0.315,,71.5764,23.443155,0.397,4.74,,,2.2495687,0.696,216.0,14.995286,
IRQ,2018,4.4372,70.473,18.0,,,0.362,4.004375,71.5143,24.037582,0.462,4.88,,,3.6781824,0.692,216.0,15.034159,
IRQ,2017,4.4556,70.278,18.0,,,0.336,4.0,70.4126,23.690142,0.428,5.17,,,28.85832,0.685,216.0,14.028981,
IRQ,2016,4.497,70.094,17.0,,,0.337,,68.9878,23.543669,0.429,5.33,,,30.97064,0.679,216.0,14.053609,
IRQ,2015,4.575,69.921,16.0,,,0.296,,69.4403,23.494753,0.399,5.4,,,29.932878,0.675,216.0,14.30441,
IRQ,2014,4.677,69.758,16.0,,,0.274,,68.9136,23.358698,0.394,5.49,92.91666,,44.73081,0.67,216.0,14.074034,
IRQ,2011,4.881612,69.268,,,,0.347,,67.659,22.34275,0.464,5.52,,,4.3393574,0.649,216.0,15.867825,
IRL,2022,6.9108,,,,,0.978,,,10.484393,0.96,,,0.19046052778846154,0.0,,,,
IRL,2021,7.0408,63.912,,2.4,21.85093,0.976,,81.9976,10.224664,0.957,,,0.17900728957692308,0.0,0.945,,,
IRL,2020,7.0853,63.653,,3.2,20.700155,0.978,11.594797,82.4699,10.014648,0.961,,,0.08307992262566039,0.0,0.943,,,0.29228526
IRL,2019,7.0937,63.405,,4.3,22.673756,0.977,,82.2586,10.076109,0.958,8.9,,,0.0,0.942,1118.0,1.6819842,0.308315
IRL,2018,7.0211,63.17,73.0,3.5,23.142036,0.97,11.959568,82.0863,9.996639,0.946,9.17,,,0.0,0.937,1118.0,1.6231756,0.30602926
IRL,2017,6.9771,62.947,74.0,2.9,23.39414,0.974,11.8,81.9168,10.186468,0.958,9.33,,,0.0,0.934,1118.0,1.6296725,0.31359804
IRL,2016,6.977,62.737,73.0,2.8,24.447989,0.972,,81.5498,9.873161,0.96,9.37,,,0.0,0.929,1118.0,1.7341346,0.32807598
IRL,2015,6.907,62.538,75.0,3.4,23.969288,0.972,,81.4163,9.562063,0.96,8.71,,,0.0,0.925,1118.0,1.9225852,0.3182154
IRL,2014,6.94,62.34,74.0,,29.834679,0.968,,81.3067,10.195034,0.958,10.5029,,,0.0,0.914,1118.0,2.0816493,0.31876454
IRL,2011,7.284488,61.742,,,29.032528,0.966,,80.6332,9.940921,0.955,11.8307,,,0.0,0.902,1118.0,2.5723538,0.32874694
ISR,2022,7.4729,,,,,0.923,,,20.616003,0.854,,,0.157775616,0.0,,,,
ISR,2021,7.3638,92.674,,3.1,32.786674,0.917,,82.255,21.314714,0.854,,,0.14257594095865384,0.2696612,0.919,,,
ISR,2020,7.1571,92.587,,2.0,30.18419,0.907,10.586509,82.3598,21.028448,0.849,,,0.08965822988301887,0.0,0.917,,,
ISR,2019,7.1286,92.501,,1.9,30.502977,0.895,,82.8123,20.808403,0.834,5.15,,,0.023234412,0.921,435.0,5.124964,
ISR,2018,7.1387,92.418,61.0,1.7,31.228624,0.896,11.087428,82.8232,21.548546,0.823,5.26,,,0.07095145,0.919,435.0,5.1405125,0.38577175
ISR,2017,7.19,92.336,62.0,1.6,32.74251,0.896,11.08,82.7195,20.6904,0.828,4.96,,,0.0,0.917,435.0,5.20399,0.38202065
ISR,2016,7.213,92.256,64.0,1.4,31.56442,0.901,,82.4854,21.023157,0.836,5.03,,,0.0,0.913,435.0,5.4064946,0.39013016
ISR,2015,7.267,92.179,61.0,1.3,31.659475,0.905,,82.0999,20.529598,0.84,4.45,,,0.04995144,0.909,435.0,5.7091227,0.3971953
ISR,2014,7.278,92.104,60.0,,31.363516,0.904,,82.2236,20.58051,0.84,5.03,,,1.5895524,0.908,435.0,5.5773687,0.3975749
ISR,2011,7.198713,91.892,,,31.193687,0.911,,81.7274,19.994787,0.841,5.45,,,0.040215824,0.897,435.0,6.3196473,0.41444165
ITA,2022,6.4045,,,,,0.946,,,14.372933,0.928,,90.06403,0.39063708519230766,0.0,,,,
ITA,2021,6.4667,71.346,,1.8,43.28435,0.931,,82.8502,13.434528,0.91,,,0.353524517,0.0,0.895,,,
ITA,2020,6.4831,71.039,,1.9,42.844604,0.931,10.451879,82.3953,13.70806,0.911,,,0.5228951135,0.0,0.889,,,0.35244223
ITA,2019,6.3874,70.736,,1.2,42.543655,0.952,,83.552,13.724071,0.935,4.33,,,0.0,0.897,832.0,4.2661047,0.34587252
ITA,2018,6.2234,70.438,52.0,1.1,42.00136,0.95,10.890854,83.1847,13.814824,0.932,4.42,,,0.0,0.893,832.0,4.241105,0.35222572
ITA,2017,6.0004,70.144,50.0,1.1,42.193558,0.953,11.16,82.7282,13.504501,0.934,4.84,,,0.0,0.888,832.0,4.2049193,0.35928002
ITA,2016,5.964,69.855,47.0,1.1,42.5225,0.95,,83.0492,13.549861,0.927,4.35,,,0.0,0.887,832.0,4.411393,0.3524625
ITA,2015,5.977,69.565,44.0,1.2,43.24163,0.95,,82.5255,13.73465,0.925,4.83,,,0.0,0.882,832.0,4.7275124,0.35397437
ITA,2014,5.948,69.272,43.0,,43.610638,0.95,,82.908,13.719518,0.925,5.03,,,0.0,0.883,832.0,4.866161,0.3465733
ITA,2011,6.578179,68.444,,,41.92173,0.95,,82.235,13.3803625,0.937,5.13,,,0.0,0.885,832.0,5.2309732,0.35057214
JAM,2022,5.7027,,,,27.551136,0.914,,,26.128744,0.905,,,0.2224055589423077,0.0,,,,
JAM,2021,5.8496,56.652,,25.6,26.026863,0.903,,70.5003,26.27123,0.901,,,0.5564535897923076,0.0,0.709,,,
JAM,2020,6.3092,56.311,,23.1,25.986656,0.906,7.057986,71.8686,26.533617,0.912,,,0.019688100584905662,0.0,0.713,,,
JAM,2019,5.8898,55.985,,23.3,26.96142,0.908,,71.767,26.503128,0.91,2.28,,,0.0,0.719,2051.0,6.016723,
JAM,2018,5.8898,55.674,44.0,23.0,26.266985,0.869,7.1720037,71.793,26.15605,0.9,2.21,,,0.0,0.716,2051.0,6.1040525,
JAM,2017,5.8898,55.378,44.0,24.5,25.821232,0.869,7.25,71.9114,26.143534,0.903,2.19,,,0.0,0.715,2051.0,6.1834674,
JAM,2016,5.311,55.098,39.0,24.8,25.115093,0.876,,72.0198,26.147821,0.9,2.18,,,0.0,0.712,2051.0,6.317096,
JAM,2015,5.51,54.833,41.0,25.3,24.337212,0.876,,72.394,26.238958,0.9,2.17,,,0.0,0.713,2051.0,6.4285994,
JAM,2014,5.709,54.584,38.0,,23.334528,0.876,,72.982,25.96537,0.9,2.18,,,0.0,0.714,2051.0,6.4189224,
JAM,2011,6.207882,53.93,,,23.356766,0.861,,73.0942,25.470293,0.893,2.28,,,0.0,0.709,2051.0,6.2681346,
JPN,2022,6.129,,,,,0.96,,,12.688263,0.93,,92.01774,0.30563832173076927,0.0,,,,
JPN,2021,6.0389,91.867,,0.9,,0.957,,84.7839,12.751866,0.925,,,0.06869055053846154,0.0,0.925,,,
JPN,2020,5.9405,91.782,,0.9,32.889687,0.957,11.735149,84.6879,12.750463,0.925,,,-0.03337642743396226,0.0,0.923,,,
JPN,2019,5.8708,91.698,,0.7,31.435688,0.967,,84.4258,12.661618,0.94,12.2413,,,0.0,0.924,1668.0,3.060241,
JPN,2018,5.8861,91.616,73.0,0.7,31.542133,0.967,12.294594,84.2971,12.538892,0.941,13.3694,,,0.0,0.923,1668.0,3.0738778,
JPN,2017,5.915,91.535,73.0,0.5,31.06227,0.967,12.29,84.1976,11.920571,0.937,13.5067,,,0.0,0.922,1668.0,3.0721092,
JPN,2016,5.92,91.457,72.0,0.5,30.303123,0.968,,84.0664,12.606692,0.936,13.7491,,,0.0,0.921,1668.0,3.0836349,
JPN,2015,5.921,91.381,75.0,0.5,30.396486,0.968,,83.8928,12.540629,0.936,14.8941,,,0.0,0.918,1668.0,3.0853922,
JPN,2014,5.987,91.304,76.0,,30.240248,0.969,,83.6525,11.80624,0.938,15.7798,90.83095,,0.0,0.914,1668.0,3.0383816,
JPN,2011,6.059098,91.069,,,27.276094,0.968,,82.6756,11.857769,0.945,18.4317,,,0.0,0.899,1668.0,2.6508248,
JOR,2022,4.1198,,,,17.467653,0.739,,,20.079754,0.612,,97.92186,0.028438131769230768,0.0,,,,
JOR,2021,4.1521,91.626,,,17.325575,0.752,,74.2563,20.628836,0.617,,,0.25289148542307693,0.0,0.72,,,
JOR,2020,4.3946,91.418,,,15.805413,0.719,7.6661263,75.1843,20.331963,0.613,,,0.10154567898301886,0.0,0.723,,,
JOR,2019,4.6334,91.203,,,14.680398,0.734,,76.044,19.876371,0.635,1.98,,,0.0,0.727,111.0,9.813195,
JOR,2018,4.9057,90.979,49.0,,14.764395,0.725,7.5474086,75.7743,20.51042,0.629,1.94,,,0.0,0.723,111.0,9.829224,
JOR,2017,5.1607,90.747,48.0,,14.741385,0.712,7.61,75.5018,20.095144,0.624,1.87,,,0.0,0.718,111.0,10.160481,
JOR,2016,5.336,90.506,48.0,,15.074142,0.711,,75.2153,20.14984,0.626,1.86,,,0.451596,0.718,111.0,10.436665,
JOR,2015,5.303,90.256,53.0,,15.018798,0.725,,75.0112,19.702818,0.65,1.85,,,0.010532691,0.718,111.0,10.681293,
JOR,2014,5.192,90.0,49.0,,15.511811,0.725,,74.7889,19.662691,0.648,1.86,95.83333,,0.0,0.719,111.0,10.792438,
JOR,2011,5.706185,87.172,,,14.707089,0.704,,74.1891,18.899824,0.63,1.98,,,0.0,0.721,111.0,11.016387,
KAZ,2022,6.1439,,,,20.768045,0.568,,,7.812947,0.519,,93.4953,0.03220865573076923,0.0,,,,
KAZ,2021,6.2341,57.821,,0.5,15.8770075,0.567,,69.3622,7.671947,0.511,,,0.7354747605,0.0,0.811,,,
KAZ,2020,6.1518,57.671,,0.5,14.049733,0.576,9.127437,70.0304,7.909102,0.511,,,0.41524462856301886,0.0,0.814,,,
KAZ,2019,6.0579,57.54,,0.5,17.335749,0.57,,71.5675,7.7100124,0.487,18.0523,,,0.0,0.819,250.0,8.671333,
KAZ,2018,5.8088,57.428,31.0,0.5,17.94093,0.526,11.797472,71.4717,6.2723374,0.459,19.41,,,0.0,0.814,250.0,8.751044,0.27792874
KAZ,2017,5.7901,57.336,31.0,0.5,16.204826,0.568,11.47,71.3958,7.5068364,0.478,21.1923,,,0.0,0.811,250.0,8.904019,0.27450275
KAZ,2016,5.819,57.264,29.0,,15.228497,0.592,,70.8984,7.691769,0.499,22.0118,,,0.0,0.805,250.0,8.901581,0.27225325
KAZ,2015,5.919,57.191,28.0,,15.891248,0.578,,70.7265,7.773295,0.494,23.4201,,,0.0,0.805,250.0,8.92289,0.26803666
KAZ,2014,5.855,57.118,29.0,,21.632812,0.582,,70.3334,6.1871133,0.494,24.2292,92.42022,,0.0,0.799,250.0,8.835253,0.2701586
KAZ,2011,5.594488,56.9,,,25.978073,0.609,,68.7452,6.1999726,0.513,28.2918,,,0.0,0.775,250.0,8.690371,0.27983844
KEN,2022,4.4866,,,,14.520366,0.74,,,25.657217,0.737,,97.07741,0.24882087586538462,0.1499237,,,,
KEN,2021,4.543,28.493,,28.0,14.631927,0.728,,61.427,25.784851,0.723,,,0.3582188490384616,0.19243243,0.575,,,0.3870376
KEN,2020,4.6066,27.995,,26.1,14.303273,0.698,8.469239,62.6755,25.452744,0.678,,,0.12618724688679245,0.19043669,0.578,,,0.36246458
KEN,2019,4.583,27.507,,24.9,15.097191,0.67,,62.9432,25.872879,0.657,11.0129,,,0.31009912,0.581,630.0,10.926474,
KEN,2018,4.5086,27.03,27.0,23.4,14.370816,0.663,8.413991,62.6765,25.078583,0.657,11.0264,,,0.20619258,0.577,630.0,11.05333,
KEN,2017,4.4097,26.562,28.0,21.6,15.058181,0.641,7.79,62.4808,25.79705,0.639,10.598,,,0.29418892,0.572,630.0,11.099309,
KEN,2016,4.553,26.105,26.0,17.8,14.96818,0.669,,62.1632,25.689585,0.681,10.4524,,,0.18373653,0.569,630.0,11.173127,
KEN,2015,4.356,25.658,25.0,15.0,14.842503,0.669,,61.8922,25.707956,0.684,10.6368,,,0.7470412,0.561,630.0,11.190937,0.40775773
KEN,2014,4.419,25.221,25.0,,15.190416,0.669,,61.8162,25.465174,0.684,11.0777,,,0.53238076,0.558,630.0,11.156953,
KEN,2011,4.180273,23.969,,,14.274972,0.656,,61.0458,25.464209,0.668,11.7685,,,0.2298573,0.55,630.0,11.09378,
OWID_KOS,2022,6.3676,,,,24.857046,0.739,,,11.215035,0.804,,,-0.16705434682692305,0.0,,,,
OWID_KOS,2021,6.4551,,,,24.478512,0.746,,76.8062,10.587022,0.807,,,0.4738336049615385,0.0,,,,
OWID_KOS,2020,6.372,,,,22.253397,0.739,7.8708215,76.5666,11.165757,0.808,,,0.5092371567924528,0.0,,,,
OWID_KOS,2019,6.3252,,,,23.554422,0.718,,79.0221,11.645772,0.809,,,,0.0,,,,
OWID_KOS,2018,6.1,,37.0,,23.441248,0.703,7.9088855,78.6959,11.533246,0.797,,,,0.0,,,,
OWID_KOS,2017,5.6621,,39.0,,23.533113,0.661,7.7,78.7832,11.029628,0.759,,,,0.0,,,,0.29012942
OWID_KOS,2016,5.279,,36.0,,23.587875,0.647,,78.9809,11.084083,0.755,,,,0.0,,,,0.26721144
OWID_KOS,2015,5.401,,33.0,,22.365175,0.678,,78.9219,11.331032,0.768,,,,0.0,,,,0.26454154
OWID_KOS,2014,5.589,,33.0,,21.821596,0.68,,78.8801,11.528718,0.773,,,,0.0,,,,0.2727017
OWID_KOS,2011,5.420175,,,,23.529411,0.676,,77.7404,10.689971,0.773,,,,0.0,,,,0.27831748
KWT,2021,6.1061,100.0,,4.5,,0.7,,78.6729,27.695816,0.58,,,0.2253060985,0.0,0.831,,,
KWT,2020,6.1061,100.0,,4.9,2.1574974,0.701,7.382034,76.9198,26.944693,0.578,,,0.21311194124150942,0.0,0.822,,,
KWT,2019,6.1021,100.0,,4.9,1.6929067,0.699,,79.685,26.839308,0.57,2.66,,,0.0,0.839,121.0,14.88958,
KWT,2018,6.0207,100.0,41.0,4.9,1.43778,0.688,7.432086,79.7217,27.314392,0.56,2.56,,,0.0,0.836,121.0,15.050318,
KWT,2017,6.0834,100.0,39.0,4.9,1.6388518,0.686,7.63,79.7806,26.966463,0.561,2.5,,,0.0,0.835,121.0,15.234168,
KWT,2016,6.105,100.0,41.0,4.9,1.5125847,0.683,,79.7011,26.777414,0.563,2.45,,,0.0,0.833,121.0,15.386685,
KWT,2015,6.239,100.0,49.0,4.9,1.1603284,0.683,,79.5624,26.875221,0.563,2.4,,,0.66517514,0.83,121.0,15.430197,
KWT,2014,6.295,100.0,44.0,,0.86421084,0.683,,79.4449,26.564621,0.562,2.38,93.16961,,0.0,0.823,121.0,15.458603,
KWT,2011,6.574075,100.0,,,0.7056831,0.681,,78.4636,25.728281,0.562,2.24,,,0.0,0.82,121.0,15.523982,
KGZ,2022,5.8253,,,,28.702097,0.634,,,1.4229141,0.649,,92.38799,-0.032509154942307696,1.1160343,,,,
KGZ,2021,5.8285,37.146,,1.1,24.86838,0.652,,69.9774,0.7546764,0.688,,,0.27456020206153847,0.16851155,0.692,,,
KGZ,2020,5.7436,36.856,,1.0,22.911335,0.647,8.652101,69.6291,0.44587645,0.651,,,0.2974388191320755,0.0,0.689,,,0.28989273
KGZ,2019,5.5415,36.591,,0.9,24.870337,0.702,,71.2301,0.97857124,0.699,8.28,,,0.0,0.698,533.0,12.572305,0.29701224
KGZ,2018,5.2607,36.351,29.0,0.8,25.615664,0.751,8.637445,70.728,0.3484768,0.748,8.92,,,0.0,0.698,533.0,12.650137,0.27690327
KGZ,2017,5.1308,36.135,29.0,0.8,24.729488,0.694,8.44,70.5877,0.49699917,0.666,9.23,,,0.0,0.696,533.0,12.880204,0.2733501
KGZ,2016,5.004,35.944,28.0,,25.102251,0.671,,70.2761,1.3381357,0.661,9.58,,,0.0,0.693,533.0,13.145054,0.2678077
KGZ,2015,5.185,35.777,28.0,,25.301994,0.655,,69.9963,0.9157551,0.661,10.8742,,,0.0,0.69,533.0,13.432123,0.28997916
KGZ,2014,5.286,35.635,27.0,,25.233221,0.664,,69.8862,-0.0035827954,0.677,11.4768,96.46667,,0.0,0.688,533.0,13.571559,0.26819003
KGZ,2011,4.828298,35.352,,,21.64419,0.679,,68.5778,0.49650225,0.709,12.2543,,,0.0,0.665,533.0,14.214899,0.27839863
LAO,2022,5.1107,,,,10.617295,0.216,,,23.36699,0.146,,,0.3470439726923077,0.0,,,,
LAO,2021,5.1403,36.939,,7.2,10.251106,0.191,,68.0608,23.444761,0.149,,,0.3663797785769231,0.0,0.607,,,
LAO,2020,5.03,36.29,,8.3,9.401312,0.198,6.252321,68.4968,23.813086,0.15,,,0.05898669664433962,0.0,0.608,,,
LAO,2019,4.8886,35.645,,8.9,10.881055,0.184,,68.1382,24.183863,0.153,5.98,,,0.0,0.61,1834.0,18.422544,
LAO,2018,4.7963,35.004,29.0,,12.807743,0.156,6.309405,67.6341,23.312098,0.137,6.18,,,0.0,0.607,1834.0,18.4029,0.38802433
LAO,2017,4.6231,34.368,29.0,,12.242359,0.144,6.39,67.4344,23.46237,0.132,6.2,,,0.0,0.607,1834.0,18.446081,
LAO,2015,4.876,33.108,25.0,,13.7630005,0.131,,66.67,23.695875,0.125,6.2,,,0.0,0.599,1834.0,18.719475,
LAO,2014,4.876,32.487,25.0,,14.512173,0.131,,66.3605,23.246408,0.128,6.17,,,0.0,0.592,1834.0,18.829657,
LAO,2011,5.161074,30.66,,,12.659501,0.122,,64.7362,22.443573,0.11,6.66,,,0.0,0.563,1834.0,19.229254,
LVA,2022,6.2127,,,,,0.972,,,7.2791753,0.945,,78.51185,0.4394005447884615,0.0,,,,
LVA,2021,6.1804,68.421,,1.0,30.924234,0.969,,73.5786,6.8472576,0.947,,,1.0320693686923077,0.0,0.863,,,
LVA,2020,6.032,68.315,,0.7,31.307802,0.954,10.978801,75.4526,8.631296,0.949,,,0.16716905574716984,0.0,0.871,,,0.35704768
LVA,2019,5.95,68.222,,0.7,31.39079,0.951,,75.5337,8.041865,0.949,16.0631,,,0.0,0.871,667.0,4.239611,0.3448954
LVA,2018,5.9397,68.142,58.0,0.6,31.422691,0.947,11.557375,75.0012,7.4917426,0.937,14.2948,,,0.0,0.866,667.0,4.1937194,0.3509615
LVA,2017,5.9331,68.075,58.0,0.6,31.450466,0.947,11.27,74.8054,6.7436833,0.933,17.1362,,,0.0,0.86,667.0,4.180805,0.35571936
LVA,2016,5.85,68.021,57.0,0.6,31.134533,0.93,,74.7535,6.99507,0.932,17.1457,,,0.0,0.855,667.0,4.502324,0.3432963
LVA,2015,5.56,67.98,56.0,0.6,30.174889,0.96,,74.6854,7.7009835,0.95,17.1391,,,0.0,0.85,667.0,5.0054345,0.34204435
LVA,2014,5.098,67.952,55.0,,30.055573,0.959,,74.4319,7.2456775,0.95,17.1758,,,0.0,0.846,667.0,5.415585,0.35115233
LVA,2011,4.76201,67.869,,,29.292995,0.959,,73.6934,7.1651397,0.943,18.1533,,,0.0,0.831,667.0,6.6297793,0.35774368
LBN,2022,2.3922,,,,,0.584,,,16.012402,0.664,,96.83333,0.17998528405769232,0.0,,,,
LBN,2021,2.9553,89.093,,12.6,5.7786617,0.621,,75.0472,16.724627,0.695,,,0.4580854154423077,0.0,0.706,,,
LBN,2020,4.5838,88.925,,10.2,11.152213,0.612,6.3352394,77.8038,16.585835,0.716,,,0.13611897747169813,0.0,0.726,,,
LBN,2019,4.7715,88.758,,6.8,15.679105,0.626,,79.2359,16.127092,0.695,2.76,,,0.0,0.745,661.0,9.842846,
LBN,2018,5.1973,88.593,28.0,4.2,15.593365,0.635,6.579643,79.729,16.901045,0.707,2.53,,,0.0,0.75,661.0,9.699391,
LBN,2017,5.1989,88.429,28.0,,15.636849,0.648,6.83,79.6543,16.125185,0.715,2.99,,,4.8614764,0.75,661.0,9.88078,
LBN,2016,5.225,88.266,28.0,,13.718265,0.642,,79.5054,16.381672,0.741,2.78,,,0.3035809,0.743,661.0,10.213462,
LBN,2015,5.129,88.106,28.0,,13.649153,0.6,,79.2294,15.732639,0.712,2.87,,,3.0786345,0.746,661.0,10.533428,
LBN,2014,4.839,87.947,27.0,,14.2973585,0.632,,78.9727,16.041342,0.739,2.84,75.08334,,3.5700939,0.75,661.0,10.612275,
LBN,2011,5.049216,87.484,,,16.720287,0.625,,78.4036,15.067966,0.737,3.06,,,0.019821366,0.771,661.0,10.8103285,0.3183245
LSO,2021,3.5118,29.48,,32.8,30.00272,0.804,,53.062,11.313896,0.801,,,0.36240450276923075,0.0,0.514,,,
LSO,2020,3.5118,29.028,,30.9,34.851006,0.832,6.314051,54.6933,11.681567,0.798,,,0.0026100424528301873,0.0,0.521,,,
LSO,2019,3.6528,28.585,,29.0,32.013786,0.773,,54.1726,13.003804,0.754,87.4824,,,0.0,0.524,788.0,9.102214,
LSO,2018,3.8019,28.153,41.0,27.0,31.496922,0.75,6.314051,53.733,11.732796,0.753,93.0725,,,0.0,0.522,788.0,9.23208,
LSO,2017,3.8082,27.73,42.0,,32.197075,0.731,5.5,53.0636,11.798131,0.699,96.2889,,,0.0,0.518,788.0,9.289206,0.44879702
LSO,2016,3.808,27.317,39.0,,29.373526,0.721,,52.2641,12.280965,0.688,107.1207,,,0.0,0.514,788.0,9.241215,
LSO,2014,4.898,26.502,49.0,,46.793327,0.792,,50.0327,11.599631,0.789,116.1953,,,0.0,0.496,788.0,9.230112,
LBR,2022,4.0423,,,,12.405637,0.801,,,25.526339,0.86,,,0.18956227423076924,0.0,,,,
LBR,2021,5.1215,52.573,,37.5,13.7646055,0.801,,60.7472,25.64385,0.86,,,0.23324523557692306,0.0,0.481,,,
LBR,2020,4.6252,52.089,,37.3,12.973329,0.769,2.2065024,60.9476,25.763124,0.86,,,-0.002026575981132078,0.0,0.48,,,
LBR,2019,4.5579,51.615,,37.3,11.331169,0.762,,61.1044,25.711672,0.836,7.37,,,0.0,0.484,2391.0,13.6198635,
LBR,2018,3.9753,51.151,32.0,,11.519608,0.804,2.2065024,60.8532,25.363794,0.853,7.42,,,0.0,0.483,2391.0,13.508959,
LBR,2017,3.4954,50.697,31.0,38.3,,0.838,2.34,60.5535,25.53052,0.872,7.56,,,0.0,0.481,2391.0,13.374141,
LBR,2016,3.533,50.254,37.0,38.4,,0.779,,60.4162,25.5981,0.847,7.62,,,0.0,0.478,2391.0,13.479139,0.3526546
LBR,2015,3.622,49.82,37.0,38.6,,0.781,,59.1485,25.19789,0.849,7.71,,,0.0,0.473,2391.0,12.862091,
LBR,2014,4.571,49.397,37.0,,,0.781,,59.1208,24.982718,0.849,8.46,,,0.0,0.472,2391.0,11.77932,0.33237883
LBR,2011,4.039651,48.193,,,,0.822,,59.6198,24.93884,0.879,8.84,,,0.0,0.464,2391.0,13.88897,
LBY,2021,5.3302,80.994,,21.2,,0.106,,71.9112,23.300186,0.34,,,0.6639038838461538,0.0,0.718,,,
