code,year,happiness,gdppc,urbanization,corruption,food_insec,tax,indiv_libs,school,life_expect,yearly temp,hri,suicides,family,covid,war,hdi,rain,air_pollution,gini,region,sub-region
PRT,2021,6.0163,33636.4423238452,66.849,,3.9,37.419094,0.907,,81.0443,15.4566,0.924,,,0.3343406392115385,0.0,0.866,,,,Europe,Southern Europe
PRT,2020,5.929,32011.3249844991,66.31,,3.2,37.518684,0.921,11.310053,81.0545,15.979436,0.932,,,0.3226764611113207,0.0,0.863,,,0.3466863,Europe,Southern Europe
PRT,2019,5.9109,34945.6615139469,65.764,,3.2,36.63774,0.969,,81.7007,15.456756,0.963,7.22,,,0.0,0.867,854.0,2.003581,0.32762748,Europe,Southern Europe
PRT,2018,5.6925,34040.7253873665,65.211,64.0,2.9,36.960323,0.972,11.563686,81.3947,15.161358,0.967,7.5,,,0.0,0.86,854.0,2.0450046,0.33492562,Europe,Southern Europe
PRT,2017,5.4104,33044.7167387479,64.652,63.0,3.2,36.529633,0.972,11.46,81.498,16.102865,0.967,7.86,,,0.0,0.859,854.0,2.0846946,0.3380384,Europe,Southern Europe
PRT,2016,5.195,31847.5377347647,64.086,62.0,3.5,36.569576,0.969,,81.2324,15.590192,0.964,7.38,,,0.0,0.853,854.0,2.1530232,0.3519052,Europe,Southern Europe
PRT,2015,5.123,31118.7906703279,63.514,64.0,4.1,36.942142,0.969,,81.2093,15.696431,0.965,8.31,,,0.0,0.85,854.0,2.2612534,0.355233,Europe,Southern Europe
PRT,2014,5.102,30444.6002091947,62.936,63.0,,37.002907,0.959,,81.2157,15.356801,0.96,9.23,,,0.0,0.848,854.0,2.403808,0.35562173,Europe,Southern Europe
PRT,2011,5.327314,31304.8155263075,61.167,,,35.368744,0.97,,80.4971,15.758582,0.962,7.94,,,0.0,0.835,854.0,2.6894617,0.36344677,Europe,Southern Europe
PRI,2015,7.039,34311.0296279548,93.624,,,,,,79.695,25.566574,,,,,,,2054.0,1.2304053,,Americas,Latin America and the Caribbean
PRI,2011,6.592634,33224.5655187763,93.773,,,,,,78.3164,25.038961,,,,,,,2054.0,1.1804659,,Americas,Latin America and the Caribbean
QAT,2018,6.3745,91461.6164451973,99.135,62.0,,,0.552,8.734696,80.8982,28.443464,0.453,4.61,,,0.0,0.853,74.0,15.058252,,Asia,Western Asia
QAT,2017,6.3745,92177.595943793,99.078,63.0,,,0.523,8.5,80.7171,28.069853,0.43,4.61,,,0.0,0.849,74.0,15.127548,,Asia,Western Asia
QAT,2016,6.375,97783.1205191058,99.015,61.0,,,0.546,,80.4335,27.60668,0.439,4.83,,,0.0,0.85,74.0,15.3004055,,Asia,Western Asia
QAT,2015,6.375,101971.989607973,98.945,71.0,,,0.554,,80.0639,28.196526,0.445,4.85,,,0.0,0.846,74.0,15.558425,,Asia,Western Asia
QAT,2014,6.611,106141.326188823,98.868,69.0,,,0.543,,79.7677,27.3994,0.443,5.02,99.02484,,0.0,0.839,74.0,15.736487,,Asia,Western Asia
QAT,2011,6.569056,111879.747777129,98.602,,,,0.57,,78.8911,27.555231,0.462,6.24,,,0.0,0.844,74.0,15.873538,,Asia,Western Asia
ROU,2022,6.5891,32495.6859743822,,,,,0.848,,,10.90957,0.872,,90.69196,0.1738328256076923,0.0,,,,,Europe,Eastern Europe
ROU,2021,6.477,30946.064003568,54.329,,5.7,27.10772,0.853,,74.1847,10.073097,0.896,,,1.060840857019231,0.0,0.821,,,,Europe,Eastern Europe
ROU,2020,6.14,29057.2087160464,54.194,,3.7,26.823576,0.85,8.369189,75.3456,11.079806,0.887,,,0.5320580242641509,0.0,0.824,,,0.3457247,Europe,Eastern Europe
ROU,2019,6.1237,30000.8994778846,54.084,,3.4,26.61225,0.882,,76.5079,11.340209,0.902,7.33,,,0.0,0.832,637.0,6.3162856,0.348042,Europe,Eastern Europe
ROU,2018,6.0697,28736.0199480618,53.998,47.0,3.4,26.53863,0.866,8.613272,76.1546,10.809926,0.884,7.71,,,0.0,0.827,637.0,6.3705325,0.28782865,Europe,Eastern Europe
ROU,2017,5.9452,26943.2773708443,53.936,48.0,4.0,25.916702,0.866,8.81,75.9519,10.396459,0.888,7.83,,,0.0,0.823,637.0,6.429887,0.36016828,Europe,Eastern Europe
ROU,2016,5.825,24758.6483281469,53.9,48.0,4.8,26.973524,0.914,,75.2458,10.435494,0.925,7.76,,,0.0,0.816,637.0,6.542261,0.28345704,Europe,Eastern Europe
ROU,2015,5.528,23933.1242187247,53.887,46.0,5.6,27.969038,0.91,,74.7901,10.963784,0.92,9.06,,,0.0,0.813,637.0,6.69661,0.3591389,Europe,Eastern Europe
ROU,2014,5.124,23091.0950681117,53.9,43.0,,27.450409,0.899,,74.9279,10.60578,0.916,8.97,93.13805,,0.0,0.811,637.0,6.9162397,0.3601154,Europe,Eastern Europe
ROU,2011,5.178499,21442.8854298096,53.96,,,26.887602,0.885,,74.4314,9.661161,0.91,9.86,,,0.0,0.808,637.0,7.759627,0.2721152,Europe,Eastern Europe
RUS,2022,5.6607,27450.44921875,,,,,0.33,,,-2.5365536,0.309,,80.53004,0.7126693365384615,0.0483715,,,,,Europe,Eastern Europe
RUS,2021,5.4586,28057.03125,74.934,,0.5,,0.473,,69.419,-3.4620655,0.428,,,1.3334298088461538,0.0,0.822,,,,Europe,Eastern Europe
RUS,2020,5.4772,26586.556640625,74.754,,0.5,,0.465,10.898087,71.3423,-1.2760892,0.431,,,0.6981416638490566,0.021975407,0.83,,,0.3602981,Europe,Eastern Europe
RUS,2019,5.546,27254.57421875,74.587,,0.5,,0.496,,73.9332,-2.574207,0.466,21.5962,,,0.01783971,0.845,460.0,4.1095777,0.37691438,Europe,Eastern Europe
RUS,2018,5.6479,26656.41015625,74.433,28.0,0.5,,0.495,11.776281,73.5306,-3.17535,0.474,23.403,,,0.024716398,0.841,460.0,4.071931,0.37473005,Europe,Eastern Europe
RUS,2017,5.8097,25926.4453125,74.292,29.0,0.6,,0.49,11.9,73.3743,-2.6154745,0.468,24.4088,,,0.036438003,0.833,460.0,4.114071,0.37239072,Europe,Eastern Europe
RUS,2016,5.963,25490.708984375,74.164,29.0,0.7,,0.504,,72.6609,-2.8144028,0.475,26.8888,,,0.048239548,0.828,460.0,4.4053173,0.368485,Europe,Eastern Europe
RUS,2015,5.856,25488.09765625,74.05,29.0,0.7,,0.505,,72.1006,-2.635319,0.479,27.8682,,,0.059446298,0.824,460.0,4.758475,0.37740842,Europe,Eastern Europe
RUS,2014,5.716,26057.15625,73.95,27.0,,,0.52,,71.5664,-3.4577062,0.499,29.3725,85.21432,,0.12613918,0.818,460.0,5.012445,0.3988122,Europe,Eastern Europe
RUS,2011,5.284313,24972.080078125,73.732,,,32.585503,0.583,,70.3981,-2.937126,0.548,31.1029,,,0.27621892,0.808,460.0,5.879866,0.39749315,Europe,Eastern Europe
RWA,2021,3.2682,2237.51380672092,17.568,,,14.820907,0.343,,66.0722,20.030123,0.24,,,0.3436230371153846,0.051998638,0.534,,,,Africa,Sub-Saharan Africa
RWA,2020,3.4147,2066.47167180201,17.432,,,16.56084,0.391,3.9257712,66.7741,20.225851,0.275,,,0.1272871653396226,0.045639984,0.532,,,,Africa,Sub-Saharan Africa
RWA,2019,3.3123,2190.56192603963,17.313,,,16.291166,0.439,,66.437,20.006594,0.329,9.45,,,0.19477946,0.534,1212.0,15.072112,,Africa,Sub-Saharan Africa
RWA,2018,3.3338,2049.62357436125,17.211,56.0,,15.875694,0.416,3.8871112,66.2505,19.633047,0.302,9.52,,,0.02393908,0.528,1212.0,15.005178,,Africa,Sub-Saharan Africa
RWA,2017,3.4081,1934.97295529462,17.125,55.0,,15.247202,0.414,3.75,65.9409,19.973354,0.273,9.62,,,0.01635277,0.526,1212.0,14.841456,,Africa,Sub-Saharan Africa
RWA,2016,3.471,1908.55199687062,17.056,54.0,,15.213668,0.466,,65.7373,20.337818,0.323,9.73,,,0.22630309,0.524,1212.0,14.8540945,0.43710047,Africa,Sub-Saharan Africa
RWA,2015,3.515,1845.55827984223,17.004,54.0,,15.252079,0.575,,65.2977,19.90301,0.405,9.89,,,0.0,0.515,1212.0,15.002198,,Africa,Sub-Saharan Africa
RWA,2014,3.465,1736.33734831032,16.967,49.0,,14.413237,0.575,,64.9401,19.595293,0.409,10.0719,91.74852,,0.0,0.513,1212.0,15.026329,,Africa,Sub-Saharan Africa
RWA,2011,4.203909,1545.11439956364,16.938,,,12.14726,0.588,,63.2615,19.115278,0.372,10.9301,,,0.0,0.497,1212.0,14.754303,,Africa,Sub-Saharan Africa
SAU,2022,6.4626,50188.2974879582,,,,,0.195,,,26.830557,0.144,,,0.0223610533798076,0.08514419,,,,,Asia,Western Asia
SAU,2021,6.5228,46768.4328539997,84.508,,,,0.194,,76.936,27.1677,0.144,,,0.0683791177884615,0.30597717,0.875,,,,Asia,Western Asia
SAU,2020,6.494,44770.9082797609,84.287,,,,0.189,7.8881774,76.2392,26.549696,0.143,,,0.1040451433622641,0.044448014,0.87,,,,Asia,Western Asia
SAU,2019,6.4065,47024.5443161916,84.065,,,,0.215,,77.3036,26.737677,0.159,5.43,,,0.17584325,0.873,59.0,14.74984,,Asia,Western Asia
SAU,2018,6.3747,47714.1125767155,83.844,49.0,,4.4098806,0.187,8.0062895,77.2115,26.890617,0.148,5.57,,,0.037123624,0.865,59.0,14.863357,,Asia,Western Asia
SAU,2017,6.3709,47551.8595195922,83.622,49.0,,3.2447805,0.198,8.1,77.1605,26.86168,0.161,5.74,,,0.54104453,0.86,59.0,15.012908,,Asia,Western Asia
SAU,2016,6.344,48691.2685573417,83.401,46.0,,3.2832859,0.213,,77.0643,26.555609,0.172,5.9,,,0.37406924,0.864,59.0,15.168638,,Asia,Western Asia
SAU,2015,6.379,48535.1582703323,83.18,52.0,,1.6330966,0.211,,76.9185,26.772207,0.168,5.95,,,0.6259573,0.859,59.0,15.190634,,Asia,Western Asia
SAU,2014,6.411,47261.6822796951,82.96,49.0,,1.3218445,0.213,,76.7573,26.301605,0.176,6.3,,,0.0,0.852,59.0,15.272349,,Asia,Western Asia
SAU,2011,6.597326,44642.7561134109,82.302,,,1.0562072,0.201,,76.234,25.87394,0.167,6.2,,,0.0,0.828,59.0,15.262561,,Asia,Western Asia
SEN,2022,4.8551,3564.62813676032,,,,18.504965,0.891,,,28.775969,0.876,,,0.2091161528076923,0.0,,,,,Africa,Sub-Saharan Africa
SEN,2021,5.0461,3511.63742374658,48.6,,11.1,16.926693,0.891,,67.0926,29.440947,0.88,,,0.2939337144230769,0.0,0.511,,,,Africa,Sub-Saharan Africa
SEN,2020,5.1318,3384.4417824765,48.122,,11.2,16.793135,0.881,4.838319,68.0064,29.375994,0.873,,,0.0583578011792452,0.0,0.513,,,,Africa,Sub-Saharan Africa
SEN,2019,4.9808,3430.48388209507,47.653,,10.0,17.574821,0.848,,68.5258,28.942581,0.852,10.9934,,,0.0,0.513,686.0,14.765963,,Africa,Sub-Saharan Africa
SEN,2018,4.6811,3368.8585959073,47.192,45.0,8.7,15.369864,0.869,4.8641224,68.0966,28.681871,0.864,11.1611,,,0.0,0.512,686.0,14.75741,0.38314784,Africa,Sub-Saharan Africa
SEN,2017,4.6311,3259.19257987366,46.74,45.0,7.0,15.133361,0.861,4.78,67.7503,29.108376,0.868,11.3654,,,0.0,0.509,686.0,14.876188,,Africa,Sub-Saharan Africa
SEN,2016,4.535,3118.02432087558,46.296,45.0,7.2,15.882934,0.859,,67.4969,29.11513,0.859,11.529,,,0.0,0.507,686.0,15.041214,,Africa,Sub-Saharan Africa
SEN,2015,4.219,3012.38337402177,45.862,44.0,7.5,15.290939,0.884,,66.8794,28.735289,0.877,11.8126,,,0.0,0.505,686.0,14.940662,,Africa,Sub-Saharan Africa
SEN,2014,3.904,2910.2888637189,45.436,43.0,,15.166018,0.859,,66.4519,28.77466,0.865,11.9703,,,0.0,0.502,686.0,14.817418,,Africa,Sub-Saharan Africa
SEN,2011,4.414183,2790.89741029975,44.188,,,15.332181,0.857,,65.262,28.863747,0.852,12.1244,,,0.19416152,0.482,686.0,14.259285,0.40285224,Africa,Sub-Saharan Africa
SRB,2022,6.1436,20885.7451608873,,,,,0.872,,,11.987618,0.786,,91.02627,0.4478357619615384,0.0,,,,,Europe,Southern Europe
SRB,2021,6.178,19860.1743116139,56.651,,4.1,39.339687,0.86,,74.1923,11.321811,0.773,,,1.4432967094230769,0.0,0.802,,,,Europe,Southern Europe
SRB,2020,6.0779,18262.6731519321,56.446,,3.8,38.282158,0.862,9.752607,75.4057,11.669048,0.787,,,0.6248592313396226,0.0,0.804,,,0.34952334,Europe,Southern Europe
SRB,2019,5.7782,18306.7785676186,56.26,,2.6,37.968052,0.881,,76.704,12.290047,0.778,7.86,,,0.0,0.811,,10.14162,0.28953245,Europe,Southern Europe
SRB,2018,5.603,17452.7967713611,56.092,39.0,2.0,37.207443,0.854,11.210345,76.5115,11.99257,0.76,7.86,,,0.0,0.808,,10.307767,0.30351058,Europe,Southern Europe
SRB,2017,5.3982,16611.0176891945,55.942,41.0,1.9,37.341015,0.878,11.15,76.213,11.499222,0.799,0.325,,,0.0,0.802,,10.50003,0.36151898,Europe,Southern Europe
SRB,2016,5.395,16182.8224938722,55.81,42.0,2.3,36.332275,0.903,,76.2609,11.469802,0.829,10.5786,,,0.0,0.8,,10.701376,0.38832498,Europe,Southern Europe
SRB,2015,5.177,15578.2036287113,55.696,40.0,1.7,35.490643,0.909,,75.8172,11.867793,0.834,11.6904,,,0.0,0.794,,11.00556,0.28515735,Europe,Southern Europe
SRB,2014,5.123,15226.3209326742,55.583,41.0,,35.554817,0.909,,75.7234,11.928189,0.841,12.0196,,,0.0,0.788,,11.280404,0.40494144,Europe,Southern Europe
SRB,2011,4.564279,14923.8023500113,55.215,,,33.49544,0.938,,74.7717,10.92409,0.911,13.1718,,,0.0,0.777,,12.397309,,Europe,Southern Europe
SLE,2022,3.1376,1634.76383028533,,,,10.7008705,0.826,,,26.216002,0.805,,,0.1323773531346153,0.0,,,,,Africa,Sub-Saharan Africa
SLE,2021,3.574,1614.85983013771,43.372,,31.9,12.565496,0.828,,60.0624,26.37519,0.838,,,0.1973103857692307,0.0,0.477,,,,Africa,Sub-Saharan Africa
SLE,2020,3.8494,1586.35494299166,42.923,,31.5,11.550383,0.812,4.8547077,59.7632,26.40156,0.806,,,-0.0099409471528301,0.0,0.475,,,,Africa,Sub-Saharan Africa
SLE,2019,3.9264,1655.84325026579,42.484,,32.2,12.414623,0.79,,60.2549,26.370646,0.796,11.2529,,,0.0,0.48,2526.0,15.469969,,Africa,Sub-Saharan Africa
SLE,2018,4.3742,1610.32322824483,42.055,30.0,32.4,11.755584,0.819,4.6573877,59.7959,26.048365,0.821,11.1969,,,0.0,0.47,2526.0,15.445312,0.35690176,Africa,Sub-Saharan Africa
SLE,2017,4.5706,1593.51532239987,41.636,30.0,32.6,11.046615,0.729,4.52,58.6517,26.257967,0.811,10.9394,,,0.0,0.466,2526.0,15.057902,,Africa,Sub-Saharan Africa
SLE,2016,4.709,1573.50118250548,41.228,30.0,32.0,11.178663,0.741,,58.4045,26.120651,0.814,10.8334,,,0.0,0.457,2526.0,15.171615,,Africa,Sub-Saharan Africa
SLE,2015,4.635,1515.83082916314,40.829,29.0,26.7,10.04017,0.741,,57.189,25.763931,0.814,10.5273,,,0.0,0.453,2526.0,14.847433,,Africa,Sub-Saharan Africa
SLE,2014,4.507,1952.97032574453,40.432,31.0,,9.171663,0.741,,56.3933,25.626036,0.814,10.9548,,,0.0,0.461,2526.0,14.24839,,Africa,Sub-Saharan Africa
SLE,2011,3.585802,1446.06278661149,39.248,,,10.80704,0.765,,54.6198,25.557707,0.832,11.741,,,0.0,0.433,2526.0,15.220001,0.3403024,Africa,Sub-Saharan Africa
SGP,2022,6.5867,108036.110993232,,,,11.452173,0.896,,,,0.705,,91.97635,0.1762027016346154,0.0,,,,,Asia,South-eastern Asia
SGP,2021,6.4802,107741.118435909,100.0,,1.7,13.124746,0.896,,82.7545,,0.704,,,0.0773698926576923,0.0,0.939,,,,Asia,South-eastern Asia
SGP,2020,6.3765,94910.1014313726,100.0,,0.7,12.771612,0.894,12.81329,82.861,,0.724,,,-0.0164548915377358,0.0,0.939,,,,Asia,South-eastern Asia
SGP,2019,6.3771,98455.3282334375,100.0,,0.9,13.153737,0.906,,83.7584,,0.713,9.65,,,0.0,0.943,2497.0,5.8047347,,Asia,South-eastern Asia
SGP,2018,6.262,98280.0423725144,100.0,85.0,1.4,13.01396,0.916,12.937873,83.4576,,0.727,7.76,,,0.0,0.94,2497.0,5.772533,,Asia,South-eastern Asia
SGP,2017,6.3432,95334.1455686864,100.0,84.0,1.4,13.989448,0.916,12.9,83.2236,,0.721,7.25,,,0.0,0.935,2497.0,5.6272855,,Asia,South-eastern Asia
SGP,2016,6.572,91270.6421024648,100.0,84.0,1.2,13.309655,0.916,,83.0001,,0.728,7.3,,,0.0,0.934,2497.0,5.6807942,,Asia,South-eastern Asia
SGP,2015,6.739,89248.1251799534,100.0,85.0,1.0,13.139777,0.916,,82.8265,,0.725,7.56,,,0.0,0.93,2497.0,5.745072,,Asia,South-eastern Asia
SGP,2014,6.798,87702.5219844359,100.0,84.0,,13.556554,0.916,,82.6524,,0.727,8.22,93.32065,,0.0,0.928,2497.0,5.675688,,Asia,South-eastern Asia
SGP,2011,6.549302,81337.7365186022,100.0,,,13.105719,0.916,,81.9745,,0.726,7.86,,,0.0,0.915,2497.0,4.991518,,Asia,South-eastern Asia
SVK,2022,6.4686,33176.1845690068,,,,,0.935,,,9.69022,0.927,,89.22221,0.3077879399038462,0.0,,,,,Europe,Eastern Europe
SVK,2021,6.3907,32512.6951809057,53.82,,1.8,35.647713,0.924,,74.9101,8.627204,0.905,,,0.9678667470192308,0.0,0.848,,,,Europe,Eastern Europe
SVK,2020,6.3309,30960.9591865974,53.76,,1.6,34.970203,0.921,9.799783,77.0054,9.500319,0.903,,,0.2978642477641509,0.0,0.857,,,,Europe,Eastern Europe
SVK,2019,6.2806,32056.7791417731,53.729,,1.1,34.651752,0.925,,77.6851,9.987126,0.914,9.31,,,0.0,0.862,824.0,6.3187532,0.23232324,Europe,Eastern Europe
SVK,2018,6.1976,31313.8200827531,53.726,50.0,0.8,34.22225,0.926,10.101996,77.264,9.963084,0.9,9.43,,,0.0,0.859,824.0,6.278058,0.24970147,Europe,Eastern Europe
SVK,2017,6.1734,30142.3674521189,53.751,50.0,0.9,34.201836,0.936,10.38,77.219,8.815889,0.927,9.55,,,0.0,0.856,824.0,6.25635,0.23237751,Europe,Eastern Europe
SVK,2016,6.098,29327.5158296018,53.806,51.0,0.9,33.30618,0.938,,77.2146,9.04842,0.929,9.66,,,0.0,0.854,824.0,6.3430376,0.25167745,Europe,Eastern Europe
SVK,2015,6.078,28805.3873539017,53.889,51.0,1.1,32.73697,0.941,,76.6493,9.622721,0.935,9.8,,,0.0,0.851,824.0,6.5554194,0.26491657,Europe,Eastern Europe
SVK,2014,5.995,27416.1338187893,54.0,50.0,,32.079483,0.941,,76.847,9.992707,0.933,10.0166,,,0.0,0.849,824.0,6.7015977,0.26106635,Europe,Eastern Europe
SVK,2011,5.656836,26281.2218831945,54.42,,,29.138021,0.96,,76.0166,8.747582,0.948,10.412,,,0.0,0.844,824.0,7.508096,0.26538378,Europe,Eastern Europe
SVN,2022,6.6499,41015.2252312307,,,,,0.953,,,11.3631315,0.923,,84.84099,0.1759281115903846,0.0,,,,,Europe,Southern Europe
SVN,2021,6.6301,40104.3592584056,55.427,,0.9,37.754894,0.911,,80.6904,10.226119,0.859,,,0.2848168100673077,0.0,0.918,,,,Europe,Southern Europe
SVN,2020,6.4607,37155.0245366571,55.118,,0.6,37.56001,0.926,11.370939,80.4409,10.832737,0.87,,,0.433807581,0.0,0.913,,,0.24031529,Europe,Southern Europe
SVN,2019,6.3634,39061.2494086051,54.822,,0.5,37.329544,0.962,,81.6042,11.284699,0.922,13.9658,,,0.0,0.921,1162.0,4.443596,0.24384232,Europe,Southern Europe
SVN,2018,6.1177,37995.7163789561,54.541,60.0,0.5,37.518078,0.964,11.61505,81.3581,11.157552,0.931,12.7934,,,0.0,0.917,1162.0,4.411978,0.24633364,Europe,Southern Europe
SVN,2017,5.9476,36507.5530416531,54.273,61.0,0.6,37.352383,0.964,11.61,81.0714,10.5933485,0.933,14.2857,,,0.0,0.913,1162.0,4.378902,0.24219307,Europe,Southern Europe
SVN,2016,5.758,34853.0421239497,54.02,61.0,0.8,37.6744,0.967,,81.1577,10.57404,0.936,14.2867,,,0.0,0.91,1162.0,4.502868,0.24757937,Europe,Southern Europe
SVN,2015,5.768,33799.725526308,53.781,60.0,0.9,37.61555,0.965,,80.8218,10.913231,0.94,14.7524,,,0.0,0.903,1162.0,4.684927,0.25408465,Europe,Southern Europe
SVN,2014,5.848,33093.750438441,53.557,58.0,,37.48991,0.966,,80.9406,11.316364,0.942,14.3636,88.68102,,0.0,0.902,1162.0,4.7430615,0.25657535,Europe,Southern Europe
SVN,2011,5.922324,33568.067345579,52.883,,,37.646614,0.969,,79.9905,10.519038,0.947,15.4581,,,0.0,0.892,1162.0,5.044056,0.24868034,Europe,Southern Europe
SOM,2018,4.6679,1547.99734318239,44.971,10.0,,2.9421732,0.184,,56.3754,26.422602,0.346,14.807,,,15.767855,,282.0,17.127485,,Africa,Sub-Saharan Africa
SOM,2017,4.9815,1558.29442450628,44.391,9.0,,2.483921,0.222,,55.6536,26.882019,0.391,14.8685,,,13.892417,,282.0,16.939566,,Africa,Sub-Saharan Africa
SOM,2016,5.151,1479.98752418738,43.816,10.0,,2.1105287,0.196,,55.0444,26.935358,0.377,14.8291,,,14.510754,,282.0,17.016647,,Africa,Sub-Saharan Africa
SOM,2015,5.44,1444.09003241508,43.245,8.0,,1.3483882,0.152,,54.857,26.78306,0.344,15.026,,,9.176172,,282.0,16.99739,,Africa,Sub-Saharan Africa
OWID_SML,2015,5.057,,,,,,0.671,,,,0.701,,,,,,,,,,
OWID_SML,2014,5.057,,,,,,0.671,,,,0.701,,,,,,,,,,
OWID_SML,2011,4.690952,,,,,,0.629,,,,0.68,,,,,,,,,,
ZAF,2022,5.2746,13478.7538566236,,,,,0.843,,,18.121729,0.818,,,0.1599342756923077,0.0,,,,,Africa,Sub-Saharan Africa
ZAF,2021,5.1939,13337.7901302615,67.847,,9.0,27.848778,0.838,,62.341,17.853579,0.824,,,0.8416267282692308,0.20709771,0.713,,,,Africa,Sub-Saharan Africa
ZAF,2020,4.9564,12866.5689860294,67.354,,8.0,25.35494,0.836,5.603404,65.2522,18.182276,0.816,,,0.2466627146226415,0.0,0.727,,,,Africa,Sub-Saharan Africa
ZAF,2019,4.8141,13850.8951466656,66.856,,7.5,27.03328,0.837,,66.175,19.134817,0.823,23.4856,,,0.0,0.736,495.0,6.4122596,,Africa,Sub-Saharan Africa
ZAF,2018,4.7222,13995.0628999187,66.355,43.0,6.9,27.025719,0.839,5.570013,65.6743,18.36637,0.845,24.3895,,,0.0017439944,0.726,495.0,6.4873023,,Africa,Sub-Saharan Africa
ZAF,2017,4.724,13950.4534761192,65.85,43.0,,26.712599,0.829,5.11,65.402,18.28308,0.835,25.8377,,,0.0,0.72,495.0,6.635029,,Africa,Sub-Saharan Africa
ZAF,2016,4.829,13844.2759627887,65.341,45.0,,26.818834,0.879,,64.7469,18.82985,0.862,25.3077,,,0.0,0.719,495.0,6.7378535,,Africa,Sub-Saharan Africa
ZAF,2015,4.459,13887.2112158037,64.828,44.0,,26.980518,0.879,,63.9499,18.84238,0.863,25.5519,,,0.0,0.716,495.0,6.8395615,,Africa,Sub-Saharan Africa
ZAF,2014,4.642,13993.2701443039,64.312,44.0,,26.443398,0.879,,63.3796,17.954317,0.858,25.2779,92.51729,,0.0,0.712,495.0,6.864475,0.6302607,Africa,Sub-Saharan Africa
ZAF,2011,5.10052,13721.6851258725,62.746,,,24.639748,0.892,,60.6507,17.321835,0.863,24.4307,,,0.0,0.686,495.0,6.6129847,,Africa,Sub-Saharan Africa
KOR,2022,5.9511,45560.1235248247,,,,,0.953,,,12.7978735,0.92,,88.91566,0.3023392247653846,0.0,,,,,Asia,Eastern Asia
KOR,2021,5.9351,44299.9086290623,81.414,,0.8,29.87857,0.957,,83.6978,13.189227,0.937,,,0.0408592996538461,0.0,0.925,,,,Asia,Eastern Asia
KOR,2020,5.8455,42396.760535225,81.414,,0.7,27.740856,0.959,11.684028,83.6089,12.853226,0.934,,,-0.0007661551056603,0.0,0.922,,,,Asia,Eastern Asia
KOR,2019,5.8724,42758.58894761,81.43,,0.6,27.234148,0.959,,83.6557,13.095931,0.933,21.1625,,,0.0,0.923,1274.0,7.0343895,,Asia,Eastern Asia
KOR,2018,5.8947,41965.8891404357,81.459,57.0,0.5,26.688515,0.962,12.247689,83.3427,12.579238,0.941,21.272,,,0.0,0.919,1274.0,6.9229546,,Asia,Eastern Asia
KOR,2017,5.8749,40957.4166975738,81.503,54.0,0.5,25.352396,0.961,12.24,83.2855,12.667176,0.939,19.3101,,,0.0,0.916,1274.0,6.8672976,,Asia,Eastern Asia
KOR,2016,5.838,39814.6576047656,81.562,53.0,0.5,24.741642,0.949,,82.9259,13.250403,0.893,20.4869,,,0.0,0.912,1274.0,6.863889,0.31404856,Asia,Eastern Asia
KOR,2015,5.835,38828.7397072136,81.634,54.0,0.5,23.736973,0.949,,82.5605,13.052048,0.893,21.2004,,,0.0,0.909,1274.0,6.9082522,,Asia,Eastern Asia
KOR,2014,5.984,37967.4743562192,81.707,55.0,,23.37991,0.955,,82.3781,12.7143135,0.891,22.421,91.31426,,0.0,0.906,1274.0,6.8047466,0.31192905,Asia,Eastern Asia
KOR,2011,5.643442,35388.9757363635,81.923,,,23.176025,0.96,,81.2098,11.934367,0.905,27.8899,,,0.0,0.896,1274.0,6.223969,,Asia,Eastern Asia
SSD,2019,2.8166,,19.899,,63.0,,0.096,,55.912,28.30591,0.193,6.69,,,5.599331,0.393,900.0,13.24584,,Africa,Sub-Saharan Africa
SSD,2018,2.8526,,19.615,13.0,63.7,,0.077,2.5113463,55.9495,28.447786,0.139,6.65,,,10.851025,0.395,900.0,13.080122,,Africa,Sub-Saharan Africa
SSD,2017,3.2542,,19.346,12.0,65.4,,0.062,2.28,55.3094,28.754974,0.126,6.41,,,11.484083,0.395,900.0,12.946877,,Africa,Sub-Saharan Africa
SSD,2016,3.591,,19.092,11.0,,,0.082,,55.5437,28.887613,0.143,6.48,,,11.530694,0.402,900.0,13.126133,0.44144127,Africa,Sub-Saharan Africa
SSD,2015,3.832,,18.852,15.0,,,0.113,,55.5665,28.45577,0.181,6.41,,,9.862162,0.412,900.0,13.155696,,Africa,Sub-Saharan Africa
ESP,2022,6.4362,40223.0125356769,,,,,0.977,,,15.453,0.955,,87.27211,0.2769368789230769,0.0,,,,,Europe,Southern Europe
ESP,2021,6.4763,38319.2905451595,81.056,,1.8,38.94876,0.971,,83.01,14.289119,0.942,,,0.1888175547615384,0.0,0.905,,,,Europe,Southern Europe
ESP,2020,6.4907,36051.4185775262,80.81,,2.0,37.55958,0.971,10.514696,82.2892,14.711333,0.946,,,0.4353211234188679,0.0,0.899,,,0.3486563,Europe,Southern Europe
ESP,2019,6.4009,40782.2350436035,80.565,,1.8,35.31597,0.976,,83.5321,14.583291,0.958,5.28,,,0.0,0.908,636.0,2.6873534,0.34305838,Europe,Southern Europe
ESP,2018,6.3541,40276.9081639705,80.321,58.0,1.7,35.323322,0.972,10.662965,83.1436,14.180961,0.952,5.38,,,0.0,0.901,636.0,2.6840222,0.3471895,Europe,Southern Europe
